Ticker,Sector,Shares Float,Gap %,Pre-market High,Pre-market Volume,Volume,Last,Open,High,Low,Change %,Change,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Exponential Moving Average (20),Exponential Moving Average (200),Exponential Moving Average (30),Exponential Moving Average (5),Exponential Moving Average (50),1-Month High,1-Month Low,1-Year Beta,3-Month High,3-Month Low,3-Month Performance,52 Week High,52 Week Low,6-Month High,6-Month Low,6-Month Performance,All Time High,All Time Low,Average Day Range (14),Average Directional Index (14),Average True Range (14),Average Volume (10 day),Average Volume (30 day),Average Volume (60 day),Average Volume (90 day),Basic EPS (FY),Change 15m,"Change 15m, %",Change 1h,"Change 1h, %",Change 1m,"Change 1m, %",Change 4h,"Change 4h, %",Change 5m,"Change 5m, %",Change from Open,Change from Open %,Country,Enterprise Value (MRQ),Enterprise Value/EBITDA (TTM),Exchange,Exponential Moving Average (10),Exponential Moving Average (100),Industry,Momentum (10),Monthly Performance,Number of Shareholders,Pattern,Post-market Change,Post-market Change %,Post-market Close,Post-market High,Post-market Low,Post-market Open,Post-market Volume,Pre-market Change,Pre-market Change %,Pre-market Change from Open,Pre-market Change from Open %,Pre-market Close,Pre-market Gap %,Pre-market Low,Pre-market Open,Price to Book (FY),Price to Book (MRQ),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Rate Of Change (9),Recent Earnings Date,Relative Volume,Revenue per Employee (TTM),Simple Moving Average (10),Simple Moving Average (100),Simple Moving Average (20),Simple Moving Average (200),Simple Moving Average (30),Simple Moving Average (5),Simple Moving Average (50),Volatility,Volatility Month,Volatility Week,Volume Weighted Average Price,Volume Weighted Moving Average (20),Volume*Price,Weekly Performance,YTD Performance,Yearly Performance,Upcoming Earnings Date
FLL,Consumer Services,24411854.2169,-0.29673591,3.4,125,81620,3.38,3.36,3.38,3.2201,0.29673591,0.01,91617266,,-0.277,1585,3.13831999,2.24482837,3.00580226,3.27743338,2.77356134,3.8,2.28,2.8194604,3.8,1.76,74.89392528,3.8,0.31,3.8,1.23,74.22680412,8.9375,0.25,0.23827857,18.92325827,0.24780022,206372.6,369166.66666667,279412.58333333,251609.57777778,-0.2158,0.01,0.29673591,0.015,0.44576523,0.01,0.29673591,0.01,0.29673591,0.01,0.29673591,0.02,0.5952381,United States,150489000,10.8281,NASDAQ,3.24661026,2.43176734,Casinos/Gaming,-0.09,42.61603376,76,"Hanging Man, Long Lower Shadow",,,,,,,,0.03,0.89020772,0,0,3.4,0.89020772,3.4,3.4,1.62660488,0.991237,37.9599,0.73259942,0.5952381,2020-11-05,0.32909048,104373.50157729,3.2485,2.195876,3.16875,1.9368335,3.01916667,3.191,2.6629,4.9656843,8.10598609,7.79824473,3.3267,3.29128322,275875.6,6.62460568,0.89552239,-3.42857143,2021-03-23
SSP,Consumer Services,56762151.7785,-0.29717682,13.45,375,179915,13.08,13.42,13.56,12.98,-2.82317979,-0.38,1067323055.76,33.06312945,0.4126,5900,12.19765758,11.13943254,11.84498869,13.14241461,11.48844973,13.88,8.95,2.0557947,15,8.95,10.37974684,16.93,5.36,15,7.86,47.79661017,26.495036,0.618525,0.66376429,33.29244166,0.66836796,476701.5,434618.26666667,590719.58333333,495376.86666667,-0.2274,0.02,0.15313936,0.045,0.3452244,0,0,-0.39,-2.89532294,0,0,-0.34,-2.53353204,United States,2773050000,18.1608,NASDAQ,12.81092063,11.06401302,Broadcasting,1.21,40.04282655,11050,,,,,,,,,-0.01,-0.07429421,0.08,0.59835453,13.45,-0.66864785,13.37,13.37,1.21359004,1.0113,,0.63961516,6.34146341,2020-11-06,0.3647425,241328.13559322,12.897,11.15685,11.8505,9.9768,11.266,13.184,11.2004,4.46841294,5.65899093,4.40852296,13.20666667,12.02207234,2353288.2,4.64,-16.74092934,-12.33243968,2021-02-26
CEV,Miscellaneous,6363174.76074,-0.29761905,,,4498,13.41,13.4,13.42,13.39,-0.22321429,-0.03,95661300,,,,13.35187457,13.19039995,13.34125161,13.39771102,13.33768796,13.5,12.89,0.13112356,13.93,12.89,0.1493652,14.05,9.8,14.05,12.56,5.21773244,15.88,5.26,0.10095,7.38140264,0.11861809,10873.4,12013.03333333,12641.41666667,12691.66666667,1.7204,0,0,-0.01,-0.07451565,0,0,-0.03,-0.22321429,0,0,0.01,0.07462687,United States,,11.3144,NYSE ARCA,13.37935229,13.29855735,Investment Trusts/Mutual Funds,0.0875,1.74506829,15,,,,,,,,,,,,,,,,,0.93824282,,365.31,,0.67567568,,0.42541922,,13.38,13.413343,13.337125,13.0681965,13.29558333,13.39,13.318316,0.37341299,0.83981198,0.59986043,13.40666667,13.33174662,60318.18,0.4494382,-0.51928783,2.21036585,
PRPB,Finance,,-0.2994012,,,43851,10.08,9.99,10.1,9.99,0.5988024,0.06,,,,,9.90417676,,9.91302345,9.98666279,,10.1,9.72,0.06849596,10.32,9.72,,10.32,9.72,10.32,9.72,,10.32,9.72,0.11152143,45.25970811,0.10811711,257104.5,238276.1,,,,0,0,0,0,0,0,0,0,0,0,0.09,0.9009009,United States,,,NYSE,9.93544194,,Financial Conglomerates,0.22,3.17297851,,,,,,,,,,,,,,,,,,,,,,2.0242915,,0.16705652,,9.916,,9.863,,9.8675,9.968,,1.1011011,1.05650918,1.21708496,10.05666667,9.9205949,442018.08,2.85714286,,,
RDN,Finance,190739243.16700003,-0.30045068,,,1670715,19.52,19.91,20.05,19.37,-2.25338007,-0.45,3739192640,9.87391842,2.0385,2000,18.7940018,17.41723226,18.41102858,19.49432601,17.78399701,20.31,16.7,1.7703334,20.31,13.7,25.69220863,26.315,9.53,20.31,12.99,17.0263789,67.35001,0.7,0.82142857,31.20990291,0.8634977,2002458.6,2041161.2,1892228.98333333,1921245.23333333,3.2203,-0.03,-0.15345269,-0.03,-0.15345269,-0.03,-0.15345269,-0.03,-0.15345269,-0.03,-0.15345269,-0.39,-1.95881467,United States,4437770000,,NYSE,19.22286153,17.06382714,Specialty Insurance,1.43,14.82352941,54,,,,,,,,,,,,,,,,,0.99222517,0.678888,7.96119,2.66155172,5.91427021,2020-11-04,0.83932815,763477.5,19.187,16.2035,18.759,16.1826,18.42333333,19.44,17.4194,3.51058338,4.90524061,3.29333178,19.64666667,18.751883,32612356.8,3.38983051,-22.41653418,-24.45820433,2021-01-28
MFM,Miscellaneous,38636275.3056,-0.3021148,,,32405,6.62,6.6,6.63,6.6,0,0,272662000,,-0.384,,6.51669081,6.49784907,6.49562647,6.58917632,6.47868909,6.65,6.27,0.65830714,6.65,6.27,3.27613105,7.5,4.85,6.83,6.15,6.08974359,10.75,2.708,0.05649286,30.07640359,0.06112118,56241.7,77975.93333333,68627.4,74408.75555556,0.7133,0,0,0,0,0,0,0.01,0.15128593,0,0,0.02,0.3030303,United States,,12.3187,NYSE,6.55895388,6.46221565,Investment Trusts/Mutual Funds,0.09,3.92464678,,,,,,,,,,,,,,,,,,0.88915871,,,14.1946564,0.91463415,2020-06-29,0.5634153,,6.5605,6.503907,6.48875,6.3769965,6.45283333,6.58,6.4528,0.45454545,0.86494311,0.88922658,6.61666667,6.46482745,214521.1,1.37825421,-6.36492221,-6.36492221,
HMNF,Finance,3961331.89428,-0.3030303,,,5013,16.5,16.45,16.72,16.08,0,0,79799940,9.17227194,1.8072,190,15.4348796,16.02157026,15.09994339,16.3121979,14.78600263,16.72,14.25,0.30743036,16.72,13.06,14.58333333,23,13.06,16.72,13.06,6.7961165,36.10001,1.5,0.38010714,31.82562609,0.41980716,4656.6,5050.86666667,3970.05,7467.3,1.6903,-0.0045,-0.02726529,-0.0045,-0.02726529,-0.0045,-0.02726529,-0.0045,-0.02726529,-0.0045,-0.02726529,0.05,0.30395137,United States,-10979700,,NASDAQ,15.97351132,14.91094847,Savings Banks,1.8334,15.78947368,462,Spinning Top White,,,,,,,,,,,,,,,,0.86265308,0.634054,12.6347,1.72398571,12.31366143,2020-10-19,1.19885209,212342.10526316,15.95234,14.392214,15.28074,16.2618065,14.78207333,16.38,14.35813,3.9800995,2.23462121,3.33745292,16.43333333,15.10191307,82714.5,2.43102977,-21.46596859,-24.82915718,2021-02-01
STXB,Finance,13085856.5741,-0.30376671,,,17684,16.4,16.41,16.44,15.74,-0.36452005,-0.06,283557640,11.66135317,1.4242,409,15.43382556,14.09685426,14.90106684,16.38463278,14.18374257,17.28,12.49,1.2636437,17.28,10.45,27.925117,23.48,8.96,17.28,10.4,34.97942387,23.53,8.96,0.84435714,33.10341839,0.80376151,27087,35082.2,41340.71666667,38815.13333333,1.4381,0.2,1.2345679,0.45,2.82131661,0.2,1.2345679,-0.06,-0.36452005,0.2,1.2345679,-0.01,-0.06093845,United States,442400000,,NASDAQ,16.09346673,13.5024979,Regional Banks,1.11,28.42599843,460,Long Lower Shadow,,,,,,,,,,,,,,,,0.86932594,0.549754,20.6349,2.16646255,3.99492708,2020-10-20,0.64219984,268525.67237164,16.185,12.77295,15.22575,12.649125,14.63983333,16.396,13.5759,4.57433291,5.58095742,4.21501362,16.19333333,14.93411326,290017.6,2.5,-28.69565217,-28.19614711,2021-02-03
FULT,Finance,160679582.25,-0.30487805,,,392361,12.98,13.08,13.11,12.71,-1.06707317,-0.14,2106005000,12.25366583,1.0753,3500,12.34423463,11.6633798,11.94562904,12.99969096,11.42405884,13.495,10.3,0.9942703,13.495,8.89,30.25589563,18,8.89,13.495,8.89,18.97341888,19.9,2.445605,0.46795714,27.77929079,0.50659979,768191.9,965197.1,1043481.4,974512.85555556,1.3561,0,0,0.03,0.23166023,0,0,-0.15,-1.14242193,0,0,-0.1,-0.76452599,United States,3285300000,,NASDAQ,12.81476271,11.05899196,Regional Banks,0.68,23.73689228,29000,,,,,,,,,,,,,,,,,0.91978713,0.632731,,2.16626482,3.09769658,2020-10-20,0.49260183,297624.57142857,12.93,10.43395,12.268,11.074425,11.75683333,12.964,10.9444,3.22580645,3.96879063,2.81445247,12.93333333,12.23578116,5092845.78,1.88383046,-25.53069421,-24.35897436,2021-01-26
TEAF,Miscellaneous,13464306.6754,-0.3051106,,,17641,13.14,13.07,13.21,13.04,0.22883295,0.03,177273000,,-1.5859,,12.70172486,12.26843159,12.39587803,13.23452167,12.01725368,13.87,11.1,1.0760297,13.87,10.23,17.63652641,17.28,6.1,13.87,10.23,20.77205882,20.66,6.1,0.37802143,55.33437555,0.34285596,65237.8,69771.43333333,72773.28333333,63864.28888889,-1.6392,-0.01,-0.07604563,-0.04,-0.30349014,-0.01,-0.07604563,0.03,0.22883295,-0.01,-0.07604563,0.07,0.53557766,United States,178625000,,NYSE,13.10214909,11.72320553,Investment Trusts/Mutual Funds,0.65,20,,,,,,,,,,,,,,,,,,0.74483346,0.732514,194.8,,3.54609929,2020-10-30,0.22492468,,13.225,11.36203,12.5675,11.452894,12.15666667,13.324,11.6832,1.30368098,2.60561066,2.89067476,13.13,12.59702649,231802.74,-5.05780347,-19.82916412,-15.76923077,
VMAC,Finance,,-0.3051882,,,9438,9.825,9.8,9.83,9.8,-0.0508647,-0.005,,,,,9.81615714,,9.81139972,9.83116651,9.81041871,9.92,9.75,-0.00398892,11.12,9.67,,11.12,9.67,11.12,9.67,,11.12,9.67,0.04029286,66.77884602,0.06232675,23308.2,37161.33333333,,,,0,0,0,0,0,0,-0.005,-0.0508647,0,0,0.025,0.25510204,United States,,,NASDAQ,9.82537998,,Financial Conglomerates,-0.025,0.35750766,,,0.005,0.05089059,9.83,9.83,9.83,9.83,1038,,,,,,,,,,,,,0.25510204,,0.41684517,,9.8245,,9.80675,,9.80383333,9.833,9.811004,0.30612245,0.35349192,0.48999413,9.81833333,9.77841951,92728.35,-0.25380711,,,
MDXG,Health Technology,93708432.51,-0.3058104,6.35,200,269573,6.64,6.52,6.71,6.46,1.52905199,0.1,737338800,,-0.6697,696,6.44606784,6.58751005,6.41354918,6.57845216,6.37120244,7.35,5.32,1.5462736,7.35,5.32,-2.35294118,9.99,3.005,8.18,3.66,27.93834297,18.25,0.30914,0.44857143,14.83636953,0.44767971,558621.8,410774.9,251642.46666667,604594.6,-0.2392,-0.03,-0.44977511,0.04,0.60606061,-0.03,-0.44977511,0.1,1.52905199,-0.03,-0.44977511,0.12,1.8404908,United States,720153000,,NASDAQ,6.52644033,6.26501642,Biotechnology,0.5,13.5042735,1179,,,,,,,,,-0.19,-2.90519878,0,0,6.35,-2.90519878,6.35,6.35,21.06958763,54.6103,,2.77073163,5.90111643,2020-11-04,0.46557186,429964.08045977,6.577,6.267225,6.3925,5.6924875,6.313,6.566,6.3971,3.86996904,8.82345211,5.99941876,6.60333333,6.44902665,1789964.72,-2.20913108,81.42076503,-6.74157303,2021-02-24
WIFI,Technology Services,42628183.7048,-0.3058104,13.38,2475,160776,13.18,13.04,13.22,12.825,0.76452599,0.1,586917262,,-0.4186,411,12.15670241,12.31111106,11.74147531,13.17209661,11.51644419,14.03,9.01,1.0525646,14.03,8.69,2.72798129,15.92,6.66,15.92,8.69,-3.37243402,35.9833,5.06,0.79137143,37.0157462,0.67807218,487063,527738.2,486381.3,477304.8,-0.2341,0,0,0,0,0,0,0,0,0,0,0.14,1.07361963,United States,589037000,7.56566,NASDAQ,12.87764729,11.73728214,Information Technology Services,0.455,39.76670201,21,,0,0,13.18,13.18,13.18,13.18,100,-0.05,-0.382263,-0.3483,-2.6034698,13.03,2.28058104,12.85,13.3783,6.2709451,5.48525,,2.41177538,1.38461538,2020-11-09,0.30572894,641824.81751825,13.1155,12.0338,11.823,12.298725,10.974,13.193,10.6589,3.07992203,5.78232475,5.19229526,13.075,12.1420814,2119027.68,-0.52830189,20.3652968,14.5091225,2021-03-03
PDBC,Miscellaneous,,-0.30790284,14.58,823,383731,14.59,14.57,14.6157,14.54,-0.17105713,-0.025,,,,,14.08377163,13.81781497,13.98939415,14.44019199,13.88404346,14.6676,13.03,0.5619483,14.6676,13.03,2.52986648,16.91,11.08,14.6676,12.37,17.75625504,31.05,11.08,0.14011429,20.16015782,0.17735667,2833274.2,2094283.96666667,1969055.38333333,2126216.93333333,,0.03,0.20562029,0.01,0.06844627,0.03,0.20562029,0.005,0.03421143,0.03,0.20562029,0.02,0.13726836,United States,,,NASDAQ,14.27184325,13.72375805,Investment Trusts/Mutual Funds,0.65,9.12490651,,,,,,,,,,-0.035,-0.23947999,0,0,14.58,-0.23947999,14.58,14.58,,,,,5.11527378,,0.12866436,,14.2115,13.7746,13.95875,13.17515,13.88283333,14.409,13.8132,0.52063274,1.1050931,0.8129618,14.5819,13.88788893,5598635.29,3.69580668,-11.89613527,-8.12342569,
BHK,Miscellaneous,51168984.4614,-0.31055901,,,81126,16.14,16.05,16.19,16.05,0.2484472,0.04,870513000,5.13540238,3.1351,,15.84119117,15.32257676,15.78804522,16.03189376,15.74049396,16.19,15.34,0.5888498,16.19,15.27,4.19625565,16.225,11.44,16.225,15.01,6.8166777,16.25,7.65,0.14617857,31.5668294,0.1510404,125832.6,119199.23333333,146826.91666667,154126.8,2.4807,0,0,0.06,0.37313433,0,0,0.04,0.2484472,0,0,0.09,0.56074766,United States,,7.27228,NYSE,15.9476704,15.62375603,Investment Trusts/Mutual Funds,0.32,5.21512386,,,,,,,,,,,,,,,,,,1.01961524,,32.8691,12.28198541,2.02275601,2020-09-04,0.61873125,,15.934,15.762,15.7905,15.2021,15.70466667,16.026,15.6638,0.87227414,0.88469019,1.07188681,16.12666667,15.79763078,1309373.64,1.76544767,10.69958848,11.38716356,2020-12-30
SSYS,Electronic Technology,52393129.3886,-0.3113325,16.25,1796,529031,16.18,16.01,16.23,15.723,0.74719801,0.12,891715396,,-8.312,2268,14.43361891,15.80318654,14.2782211,15.3421972,14.21760289,16.37,12.48,0.7585421,16.37,11.89,11.74033149,22.21,11.89,20.83,11.89,-10.06114508,138.1,0.625003,0.73283571,18.80536811,0.73766318,1066686.4,924513.66666667,914886.45,879093.25555556,-0.1999,0.015,0.09259259,-0.025,-0.15394089,0.015,0.09259259,-0.025,-0.15394089,0.015,0.09259259,0.17,1.06183635,United States,398559000,17.9205,NASDAQ,14.82218492,14.59571021,Computer Peripherals,2.03,24.65331279,70,,,,,,,,,-0.01,-0.0622665,-0.2,-1.23076923,16.05,1.18306351,16.04,16.25,0.75558194,0.958805,,1.64262097,16.4028777,2020-11-12,0.45797186,280458.55379189,14.4585,14.3378,14.13125,15.516575,14.16016667,15.057,13.8422,3.22457546,5.1752199,5.01503303,16.04433333,14.24925166,8559721.58,16.73881674,-20,-12.25596529,2021-03-11
RSASF,Finance,56328985.43799999,-0.31603898,,,2000,0.3785,0.3785,0.3785,0.3785,-0.31603898,-0.0012,26199013,,-0.0349486,,0.34727365,0.36121492,0.32368777,0.37446814,0.29371394,0.4455,0.18241,0.3635314,0.4455,0.1349,60.05581867,0.684,0.105,0.4455,0.105,60.78331422,4.595,0.105,0.01848664,38.3814141,0.02767288,1700.1,4586.96666667,8691,7784.73333333,-0.04272219,-0.0012,-0.31603898,-0.0012,-0.31603898,-0.0012,-0.31603898,-0.0012,-0.31603898,-0.0012,-0.31603898,0,0,Canada,21128634.36123348,,OTC,0.3713383,0.26736726,Real Estate Development,-0.0122,102.40641711,,,,,,,,,,,,,,,,,,39.07745833,30.5181,,69.75461809,-14.80981319,2020-08-26,1.22691859,,0.3840527,0.24737948,0.36403595,0.22026001,0.30424797,0.37025,0.25938562,0.31704095,6.79731311,4.23084657,0.3785,0.35141069,757,2.2972973,119.80255517,-43.40610048,2020-12-02
FUND,Miscellaneous,16692582.0603,-0.31617647,,,32948,6.8036,6.7785,6.83,6.7785,0.05294118,0.0036,198685000,,-0.0593,,6.49449155,6.2271244,6.40494239,6.75462625,6.31231148,6.85,5.76,1.2811909,6.85,5.76,7.99365079,7.49,4,6.85,5.62,14.73187184,12.78,3.24,0.10385,37.054942,0.11247178,48625.8,42593.26666667,53509.1,51988.86666667,2.0536,-0.0104,-0.15262694,-0.0264,-0.38653001,-0.0104,-0.15262694,-0.0264,-0.38653001,-0.0104,-0.15262694,0.0251,0.37028841,Canada,,3.58346,NASDAQ,6.6499374,6.21828241,Investment Trusts/Mutual Funds,0.5436,17.10154905,,,,,,,,,,,,,,,,,,0.81905804,,,8.4440131,7.14330709,2020-08-28,0.69230996,,6.64358,6.218258,6.41313,5.9825465,6.30391667,6.76272,6.20568,0.75975511,1.75463997,1.16953222,6.80403333,6.42695749,224165.0128,3.05049832,-7.55978261,-3.08262108,
LOGC,Health Technology,18947572.2036,-0.31695721,,,35045,6.59,6.29,6.62,6.241,4.43740095,0.28,156103261,,-1.6023,41,6.14961067,7.16397509,6.16759785,6.34877851,6.30944539,6.6601,5.3,0.84643865,9.75,5.1,0.304414,11.5966,3.05,10,5.1,-8.85200553,20.071,3.05,0.40317143,8.8711084,0.46253868,90757.1,118831.13333333,204688.16666667,152829.3,-1.7753,0,0,0.04,0.61068702,0,0,0.33,5.2715655,0,0,0.3,4.76947536,United States,198290000,,NASDAQ,6.23577872,6.64379422,Pharmaceuticals: Major,0.43,20.25547445,25,,,,,,,,,,,,,,,,,3.43753064,9.38385,,51.13668205,4.43740095,2020-11-09,0.37673924,0,6.212,6.95345,6.044,6.884325,5.952,6.296,6.2895,6.07274475,7.44420719,5.59412424,6.48366667,6.04370737,230946.55,9.65058236,-8.47222222,-18.03482587,2021-04-05
BXG,Finance,5118623.8131,-0.31746032,,,14537,6.39,6.28,6.39,6.225,1.42857143,0.09,463174677,39.5480226,0.1593,5873,5.86560569,6.17145775,5.72491949,6.25220855,5.59796495,6.5,4.74,1.4552172,6.5,4.675,9.60548885,10.79,3.25,8.45,4.26,47.23502304,26.22,3.25,0.28113571,32.51207282,0.24993994,35197.2,41101.26666667,44301.75,78355.31111111,0.4682,0.05,0.78864353,0.05,0.78864353,0.05,0.78864353,0,0,0.05,0.78864353,0.11,1.75159236,United States,815295000,7.48535,NYSE,6.10386348,5.57992777,Real Estate Development,0.39,30.94262295,2,,,,,,,,,,,,,,,,,1.12582829,1.14671,,0.76001961,4.75409836,2020-11-09,0.39544411,135525.79601566,6.121,5.593,5.7285,5.48015,5.56066667,6.23,5.3972,2.65060241,4.57699222,3.24790075,6.335,5.87153994,92891.43,8.12182741,-38.20116054,-35.25835866,2021-03-09
VRCA,Health Technology,12639952.54,-0.31746032,,,32317,9.42,9.42,9.55,9.18,-0.31746032,-0.03,243653010,,-1.4964,17,8.8303987,9.75443583,8.67123441,9.40514762,8.57927158,9.9675,7.05,1.1684453,9.9675,7.05,6.20067644,17.6,6.02,15.9999,6.02,-18.08695652,23.29,6.02,0.70748571,29.32691858,0.63565495,59088.4,66289.7,84026.13333333,166578.43333333,-1.1329,0.06,0.64102564,0.03,0.31948882,0.06,0.64102564,-0.11,-1.15424974,0.06,0.64102564,0,0,United States,158509000,,NASDAQ,9.17214665,8.86412985,Pharmaceuticals: Major,1.16,26.7833109,37,Doji,0,0,9.42,9.42,9.42,9.42,230,,,,,,,,,3.72457828,5.05196,,,9.02777778,2020-11-09,0.49164865,0,9.168,8.20995,8.5305,9.807375,8.415,9.512,8.4088,4.03050109,8.57516145,5.74876172,9.38333333,8.47641415,304426.14,1.50862069,-40.71743235,-37.49170537,2021-03-11
JOSMF,Non-Energy Minerals,144941077.782,-0.31932773,,,11670,0.595,0.5931,0.5984,0.5931,0,0,150500490,,-0.14838106,,,,,0.57510249,,0.6003,0.5212,0.99414873,0.6003,0.5212,,0.6003,0.5212,0.6003,0.5212,,3.217306,0.2111,,,,11528.9,,,,-0.03408521,-0.0024,-0.40174088,-0.0024,-0.40174088,-0.0024,-0.40174088,0,0,-0.0024,-0.40174088,0.0019,0.3203507,Canada,200994198.0160958,,OTC,0.55932695,,Other Metals/Minerals,0.04706,,,,,,,,,,,,,,,,,,,,,,,8.59645921,2020-11-13,1.09961556,,0.5561056,,,,,0.5722812,,0.89360985,,4.57565092,0.5955,,6943.65,12.83899109,,,2021-02-24
AGNC,Finance,541638680.5519999,-0.31948882,15.74,17230,5252878,15.57,15.6,15.64,15.45,-0.51118211,-0.08,8488950000.000001,,-0.5057,51,14.95069504,14.39313131,14.74770811,15.50216762,14.50386827,15.84,13.715,1.5388676,15.84,13.53,10.11315417,19.65,6.25,15.84,12.43,18.31306991,36.77,6.25,0.32099286,33.60989396,0.30800336,6712952.9,7424805.9,7138791.65,7030582.51111111,1.1617,0.03,0.19243105,0.02,0.12820513,0.03,0.19243105,0.02,0.12820513,0.03,0.19243105,-0.03,-0.19230769,United States,69915300000,38.13,NASDAQ,15.2851095,14.22904941,Real Estate Investment Trusts,1.04,10.97647897,1181,,0.05,0.32113038,15.62,15.62,15.62,15.62,200,-0.05,-0.31948882,-0.1,-0.63694268,15.6,0.31948882,15.6,15.7,0.83738112,0.82155,233.462,9.37815676,4.70746469,2020-10-26,0.77453412,21215686.2745098,15.307,14.0712,14.77225,13.71485,14.53766667,15.516,14.3543,1.29449838,2.104907,1.64573381,15.55333333,14.72827118,81787310.46000001,3.18091451,-11.93438914,-10.1039261,2021-02-03
EVF,Miscellaneous,35406553.808,-0.32051282,,,77538,6.22,6.22,6.24,6.2,-0.32051282,-0.02,235533000,,-0.4422,,6.10105792,5.80515934,6.06580341,6.19303578,6.00744943,6.25,5.78,0.9266871,6.25,5.77,6.32478632,6.6099,3.3,6.25,5.26,16.69793621,10.125,2.56,0.05049286,26.02764718,0.05940645,92569.3,68889.36666667,70082.78333333,99282.3,-0.4422,0,0,-0.005,-0.08032129,0,0,-0.03,-0.48,0,0,0,0,United States,,,NYSE,6.15483983,5.88152363,Investment Trusts/Mutual Funds,0.13,5.96252129,,"Bearish Harami, Doji",,,,,,,,,,,,,,,,1.00694697,,635.082,26.37446011,1.96721311,2020-08-26,0.89202369,,6.15,5.866309,6.073295,5.5467295,6.03219667,6.186,6.004818,0.64516129,0.92053671,0.83904043,6.22,6.09131916,482286.36,1.96721311,-2.96411856,-0.32051282,
OCUP,Health Technology,1213626.33252,-0.32154341,,,37244,6.58,6.2,6.69,6.2,5.78778135,0.36,11666142.6,,-6.2673,5,6.21889652,9.45328642,6.58172123,6.12898773,7.17948406,9,3.68,0.8398915,9.6,3.68,-30,17.04,3.68,14.8,3.68,-32.85714286,18247.296,3.68,0.73262857,21.41909786,0.69727816,62160.8,51975.86666667,33767.1,25464.08888889,-8.7223,0.06,0.9202454,-0.02,-0.3030303,0.06,0.9202454,0.38,6.12903226,0.06,0.9202454,0.38,6.12903226,United States,839568,,NASDAQ,5.96908434,8.03775907,Pharmaceuticals: Major,1.81,-22.40566038,22,,,,,,,,,,,,,,,,,0.62761527,1.63195,,5.7328807,30.03952569,2020-10-29,0.54489487,0,5.823,8.650472,5.9505,8.849978,6.84966667,6.094,7.505832,7.90322581,13.84758017,9.55025486,6.49,5.42086325,245065.52,15.03496503,-13.87434555,-4.9132948,2021-03-05
FTXN,Miscellaneous,,-0.32165114,,,2390,11.785,11.9,11.9,11.785,-1.2849293,-0.1534,,,,,10.70540668,11.35675002,10.47574269,11.62637295,10.35156745,12.13,8.89,1.3812186,12.13,8.88,3.64995602,16.7531,6.4815,14.16,8.88,2.47826087,26.12,6.4815,0.30255,26.74640327,0.35917743,10886.4,21984.5,16543.61666667,14556.77777778,,0.0303,0.25602028,-0.0347,-0.29159664,0.0303,0.25602028,-0.0997,-0.83326369,0.0303,0.25602028,-0.115,-0.96638655,United States,,,NASDAQ,11.2138995,10.51713101,Investment Trusts/Mutual Funds,1.8957,27.40816018,,,,,,,,,,,,,,,,,,,,,,14.08518877,,0.21423641,,11.15349,10.505702,10.32625,10.624985,10.13897667,11.63368,9.988214,1.30165465,2.85977601,2.51162019,11.82333333,9.92031944,28166.15,8.15697216,-28.53244391,-26.07577468,
SH,Miscellaneous,,-0.32206119,18.69,98583,2379470,18.59,18.57,18.64,18.5598,-0.21470746,-0.04,,,,,19.10237173,21.77529588,19.30286134,18.7028464,19.6193384,21.01,18.54,-0.98928714,21.3099,18.54,-5.20142784,33.19,18.54,23.419,18.54,-18.67891514,210.88,18.54,0.21756429,21.05667821,0.28678081,7353383.9,12125838.16666667,12302951.68333333,11331405.93333333,,-0.01,-0.05376344,-0.01,-0.05376344,-0.01,-0.05376344,0,0,-0.01,-0.05376344,0.02,0.10770059,United States,,,NYSE ARCA,18.83923235,20.39794606,Investment Trusts/Mutual Funds,-0.57,-10.45279383,,,0,0,18.59,18.59,18.59,18.59,300,-0.06,-0.32206119,-0.12,-0.64205457,18.57,0.32206119,18.56,18.69,,,,,-1.64021164,,0.28596623,,18.793,20.203,19.2025,22.5143,19.46133333,18.752,19.7624,0.43211673,1.37338576,0.8006696,18.5966,19.40692852,44234347.3,-1.58814187,-22.57392753,-24.88888889,
PSTI,Health Technology,20301832.2338,-0.32223416,,,109450,9.58,9.28,9.84,9.28,2.90010741,0.27,245567972,,-1.4727,146,9.40753849,8.50040295,9.50984204,9.37599841,9.60952638,10.2,8.21,1.7030901,11.6,8.21,-12.98819255,13.29,2.82,12.15,6.8503,20.65491184,4800,2.6,0.50714286,12.15163712,0.52717379,183258.8,216463.93333333,229154,373941.62222222,-1.602,0.06,0.6302521,0.06,0.6302521,0.06,0.6302521,0.06,0.6302521,0.06,0.6302521,0.3,3.23275862,Israel,229334000,,NASDAQ,9.33588408,9.37130169,Biotechnology,0.37,3.67965368,101,,,,,,,,,,,,,,,,,4.23052979,5.51,,10336.36394913,4.47110142,2020-11-05,0.59048311,157.53424658,9.298,9.705,9.318,8.2277,9.53366667,9.334,9.8036,6.03448276,5.39465613,4.54308388,9.56666667,9.22715119,1048531,4.47110142,143.14720812,185.97014925,2021-02-10
